text,sentiment
bowed returned pledge beginning perceive would foolish sit sulking misbehaviour pack curs besides felt loth yield fellow fur ther amusement expense since humour took turn,positive
found intelligent wuthering heights topics touched went home en couraged far volunteer another visit tomorrow,positive
ii yesterday afternoon set misty cold,neutral
half mind spend study fire instead wading heath mud wuthering heights,negative
com ing dinner however,neutral
dine twelve one oclock housekeeper matronly lady taken fixture along house could would comprehend request might served five mounting stairs lazy intention stepping room saw servantgirl knees surrounded brushes coalscuttles raising infernal dust extinguished flames heaps cinders,negative
spectacle drove back immediately took hat fourmileswalk arrived heathcliffs gardengate time escape first feathery flakes snow shower,positive
least would keep doors barred wuthering heights daytime,neutral
vinegarfaced joseph projected head round window barn,neutral
heathcliff door must bear consequence servantslei sure attendance hard work make hear,positive
sit said young man gruffly,neutral
intend parting little ones madam,neutral
mine said amiable hostess pellingly heathcliff could replied,neutral
continued turn ing obscure cushion full something like cats,positive
come said rising reaching chimneypiece two painted isters,positive
slender apparently scarcely past girlhood admirable form exquisite little face ever pleasure beholding small features fair flaxen ringlets rather golden hanging loose deli cate neck eyes agreeable expression wuthering heights would irresistible fortunately sus ceptible heart sentiment evinced hovered scorn kind desperation singularly unnat ural detected,positive
dont want help snapped get,negative
flung tea back spoon resumed chair pet forehead corrugated red lip pushed like childs ready cry,positive
meanwhile young man slung person decidedly shabby upper garment erecting fore blaze looked corner eyes world mortal feud un avenged us,negative
began doubt whether servant dress speech rude entirely devoid superiority observable mr,negative
heath cliff thick brown curls rough uncultivated whiskers encroached bearishly cheeks hands embrowned like common labourer still bearing free almost haughty showed none domestics assiduity attending lady house,positive
absence clear proofs condition deemed best abstain noticing curious conduct five minutes afterwards entrance heathcliff lieved measure uncomfortable state,positive
see sir come according promise,positive
ex claimed assuming cheerful fear shall weatherbound half hour afford shelter space,positive
said shaking white flakes clothes wonder select thick snow storm ramble,negative
people familiar moors often miss road evenings tell chance change present,positive
perhaps get guide among lads might stay grange till morning could spare one,neutral
tone words said wuthering heights revealed genuine bad nature,negative
longer felt inclined call heathcliff capital fellow,neutral
strange began interval swallowing one cup tea receiving another strange custom mould tastes ideas many could imagine existence happiness life complete exile world spend mr,positive
heathcliff yet ill venture say surrounded family amiable lady presiding genius home heart amiable lady,positive
interrupted almost dia bolical sneer face,negative
well yes oh would intimate spirit tak en post ministering angel guards fortunes wuthering heights even body gone,positive
might seen great disparity ages parties make likely man wife,positive
one forty period mental vigour men seldom cherish delusion married love girls dream reserved solace declining years,positive
flashed clown elbow drinking tea basin eating broad unwashed hands may husband heathcliff junior course,neutral
turned spoke pecu liar look direction look hatred unless perverse set facial muscles like people interpret language soul,negative
said daughterinlaw fore must married son,neutral
wuthering heights young man son assuredly,positive
heathcliff smiled rather bold jest attribute paternity bear,positive
name hareton earnshaw growled id counsel respect,positive
ive shown disrespect reply laughing inter nally dignity announced,positive
sorrowful sight saw dark night coming prematurely sky hills mingled one bitter whirl wind suffocating snow,negative
dont think possible get home guide could help exclaiming,positive
theyll covered left fold night put plank said heathcliff,neutral
reply question looking round saw joseph bringing pail porridge dogs mrs,neutral
heathcliff leaning fire diverting burning bundle matches fallen chimneypiece restored teacanister place,negative
bud yahre nowt use talking yahll niver mend oyer ill ways goa raight tdivil like yer mother afore ye,negative
imagined moment piece eloquence addressed sufficiently enraged stepped wards aged rascal intention kicking door,negative
heathcliff however checked answer,neutral
look joseph continued taking long dark book shelf ill show far ive progressed black art shall soon competent make clear house,positive
first passes limits fix shall ill say shall wuthering heights done youll see,negative
little witch put mock malignity beauti ful eyes joseph trembling sincere horror hurried praying ejaculating wickedas went,negative
heathcliff said earnestly must excuse troubling,negative
presume face im sure cannot help goodhearted,neutral
point landmarks may know way home idea get would get london,neutral
take road came answered ensconcing self chair candle long book open,neutral
sorry ask cross threshold convenience night cried,negative
want tell way show else persuade mr,positive
staying dont keep accom modations visitors must share bed hareton joseph,positive
sleep chair room replied,neutral
uttered expression disgust pushed past yard running earnshaw haste,negative
mans life consequence one evenings neglect horses somebody must go murmured mrs,negative
set store youd better quiet,positive
hope ghost haunt hope mr,positive
wuthering heights heathcliff never get another tenant till grange ruin answered sharply,negative
hey wolf holld holld,neutral
opening little door two hairy monsters flew throat bearing extinguishing light mingled guffaw heathcliff hareton put cope stone rage humiliation,negative
vehemence agitation brought copious bleeding nose still heathcliff laughed still scolded,positive
dont know would concluded scene one person hand rather rational benevolent entertainer,positive
zillah stout housewife length issued forth inquire nature uproar,positive
thought laying violent hands daring attack master turned vocal artillery younger scoundrel,negative
see house never look tpoor lad hes fair choking,negative
come ill cure hold ye still,negative
words suddenly splashed pint icy water neck pulled kitchen,neutral
told zillah give glass brandy passed inner room condoled sorry predicament obeyed orders whereby somewhat revived ushered bed,negative
wuthering heights chapter iii leading way upstairs recommended hide candle make noise mas ter odd notion chamber would put never let anybody lodge willingly,negative
know answered lived year two many queer goings could begin curious,positive
slid back panelled sides got light pulled together felt secure vigilance heathcliff every one else,positive
writing however nothing name repeated kinds characters large small catherine earnshaw varied catherine heathcliff catherine linton,neutral
vapid listlessness leant head window continued spelling catherine earnshaw heathc liff linton till eyes closed rested five minutes glare white letters started dark vivid spectres air swarmed catherines rousing dispel obtrusive name discovered candlewick reclining one antique volumes perfuming place odour roasted calfskin,neutral
wuthering heights awful sunday commenced paragraph beneath,negative
hindley detestable substitute conduct heathcliff atrocious,neutral
day flooding rain could go church joseph must needs get congregation garret hindley wife basked downstairs comfortable fire anything reading bibles ill answer heathcliff unhappy ploughboy commanded take prayerbooks mount ranged row sack corn groan ing shivering hoping joseph would shiver might give us short homily sake,negative
service lasted precisely three hours yet brother face exclaim saw us de scending done already,neutral
sunday evenings used permitted play make much noise mere titter sufficient send us corners,positive
fran ces darling pull hair go heard snap fingers,positive
frances pulled hair heartily went seated husbands knee like two babies kissing talking nonsense hour foolish palaver ashamed,negative
fastened pinafores together hung curtain comes joseph errand stables,neutral
theres good books eneugh yell read em sit ye think oyer sowls,positive
saying compelled us square positions might receive faroff fire dull ray show us text lumber thrust upon us,negative
miss cathys riven thback thhelmet osalva tion unheathcliffs pawsed fit tfirst part otbrooad way destruction,negative
fair flaysome ye let em go gait,positive
thowd man wad halaced em properly hes goan,neutral
hindley hurried paradise hearth seizing one us collar arm hurled backkitchen joseph asseverat ed owd nick would fetch us sure living comforted sought separate nook await advent,positive
reached book pot ink shelf pushed housedoor ajar give light got time writing twenty minutes companion impatient proposes ap wuthering heights propriate dairywomans cloak scamper moors shelter,negative
pleasant suggestion surly old man come may believe prophecy verified cannot damper colder rain,positive
suppose catherine fulfilled project next sentence took another subject waxed lachrymose,positive
hindley calls vagabond wont let sit us eat us says must play together threatens turn house break orders,negative
began dream almost ceased sensible locality,positive
thought morning set way home joseph guide,neutral
snow lay yards deep road floundered companion wearied constant reproaches brought pilgrims staff telling could never get house without one boastfully flourishing heavy headed cudgel understood denominated,neutral
passed really walks twice thrice lies hollow two hills el evated hollow near swamp whose peaty moisture said answer purposes embalming corpses deposited,negative
sermon divided four hundred ninety parts fully equal ordinary ad wuthering heights dress pulpit discussing separate sin,negative
concluding word whole assembly exalt ing pilgrims staves rushed round body weapon raise selfdefence commenced grappling joseph nearest ferocious sailant,negative
time remembered lying oak closet heard distinctly gusty wind driving snow heard also fir bough repeat teasing sound ascribed right cause annoyed much resolved silence possible thought rose endeavoured unhasp casement,negative
must stop neverthe less,negative
muttered knocking knuckles glass wuthering heights stretching arm seize importunate branch instead fingers closed fingers lit tle icecold hand,positive
intense horror nightmare came tried draw back arm hand clung melancholy voice sobbed let let,negative
asked struggling meanwhile disengage,negative
read earnshaw twenty times linton come home id lost way moor,negative
spoke discerned obscurely childs face looking window,neutral
confusion discovered yell ideal hasty footsteps approached cham ber door somebody pushed open vigorous hand light glimmered squares top bed,positive
last said halfwhisper plainly expecting answer one,neutral
considered best confess presence knew heathcliffs accents feared might search kept quiet,positive
heathcliff stood near entrance shirt trou sers candle dripping fingers face white wall behind,neutral
wish commenced host setting candle chair found impossible hold steady,positive
ive good mind turn house moment,positive
servant zillah replied flinging floor rapidly resuming garments,neutral
wuthering heights care mr,positive
one thank doze den,positive
dont repeat horrid noise nothing could excuse unless throat cut,positive
little fiend got window prob ably would strangled,negative
minx catherine linton earnshaw however called must changeling wicked little soul,negative
told walking earth twenty years punishment mortal transgressions ive doubt,negative
scarcely words uttered recollected association heathcliffs catherines name book completely slipped memory till thus awakened,neutral
blushed inconsideration showing consciousness offence hastened add truth sir passed first part night stopped afresh say perusing old volumes would revealed knowledge written well printed contents correct ing went spelling name scratched windowledge,positive
monotonous occupation calculat ed set asleep like counting mean talking way,positive
thundered heathcliff savage vehemence,negative
know whether resent language pursue explanation seemed powerfully affected took pity proceeded dreams affirming never heard appellation catherine lintonbefore reading often produced impression personified longer imagination un der control,neutral
heathcliff gradually fell back shelter bed spoke finally sitting almost concealed behind,neutral
liking show heard conflict continued toilette rather noisily looked watch soliloquised length night three oclock yet,positive
time stagnates must surely retired rest eight,positive
always nine winter rise four said host suppressing groan fancied motion arms shadow dashing tear eyes,neutral
lockwood added may go room youll way coming downstairs early childish outcry sent sleep devil,negative
ill walk yard till day wuthering heights light ill need dread repetition intrusion,negative
sensible man ought find sufficient company,neutral
ill come two minutes,negative
obeyed far quit chamber ignorant narrow lobbies led stood still wit ness involuntarily piece superstition part landlord belied oddly apparent sense,negative
hear time catherine last,neutral
spectre showed spectres ordinary caprice gave sign snow wind whirled wildly even reaching station blowing light,positive
descended cautiously lower regions landed backkitchen gleam fire raked com pactly together enabled rekindle candle,negative
elastic footstep entered next opened mouth goodmorning closed saluta tion unachieved hareton earnshaw performing orison sotto voce series curses directed every object touched rummaged corner spade shovel dig drifts,neutral
guessed preparations egress allowed leaving hard couch made movement wuthering heights follow,negative
opened house females al ready astir zillah urging flakes flame chimney colossal bellows mrs,positive
heathcliff kneeling hearth reading book aid blaze,neutral
held hand interposed furnaceheat eyes seemed absorbed occupation desisting chide servant covering sparks push away dog snoozled nose overforwardly face,positive
worthless broke entered turn ing daughterinlaw employing epithet harmless duck sheep generally represented dash,negative
shall pay plague eternally sight hear damnable jade,negative
ill put trash away make refuse answered young lady closing book throwing chair,negative
ill anything though swear tongue except please,negative
heathcliff lifted hand speaker sprang safer distance obviously acquainted weight,positive
enough decorum suspend hostilities heathcliff placed fists temptation pockets mrs,negative
heathcliff curled lip walked seat far kept word playing part statue remainder stay,positive
remarked one side road intervals six seven yards line upright stones continued whole length barren erected daubed lime purpose serve guides dark also fall like present confounded deep swamps ei ther hand firmer path excepting dirty dot pointing traces existence vanished companion found necessary warn wuthering heights frequently steer right left imagined following correctly windings road,positive
rate whatever wanderings clock chimed twelve entered house gave exactly hour every mile usual way wuthering heights,neutral
human fixture satellites rushed welcome exclaiming tumultuously completely given everybody conjectured perished last night wondering must set search remains,positive
deter mined hold independent social intercourse thanked stars length lighted spot next impracticable weak wretch maintaining till dusk struggle low spirits soli tude finally compelled strike colours pretence gaining information concerning necessities establishment desired mrs,positive
dean brought supper sit ate hoping sincerely would prove regular gossip either rouse anima tion lull sleep talk,positive
lived considerable time commenced say sixteen years,neutral
eighteen sir came mistress married wait died master retained housekeeper,negative
however studied interval fist either knee cloud meditation ruddy coun tenance ejaculated times greatly changed since,neutral
yes remarked youve seen good many alterations wuthering heights suppose,positive
oh ill turn talk landlords family,negative
pretty girl widow like know history whether native country probable exotic surly indigenae recognise kin,positive
dean heathcliff let thrushcross grange preferred living situation residence much inferior,negative
yes yes hes rich enough live finer house hes near closehanded meant flit thrushcross grange soon heard good tenant could borne miss chance getting hundreds,positive
strange people greedy alone world,negative
sir late masters daughter catherine linton maiden name,neutral
heathcliff would remove might together,neutral
minutes reflection convinced ghostly catherine,positive
continued predecessors name linton,neutral
earnshaw hareton earnshaw lives mr,neutral
yes husband cousin also one mothers fathers side heathcliff married mr,positive
see house wuthering heights earnshawcarved front door,neutral
old sir hareton last miss cathy us mean lintons,negative
beg pardon asking like hear,positive
looked well hand yet think happy,positive
rough fellow rather mrs,neutral
cuckoos sir know except born parents got wuthering heights money first,neutral
unfortunate lad one parish guess cheated,negative
dean charitable deed tell something neighbours feel shall rest go bed good enough sit chat hour,positive
came live commenced waiting farther invitation story almost always wuthering heights mother nursed mr,neutral
hindley earnshaw haretons father got used playing children ran errands helped make hay hung farm ready anything anybody would set,positive
one fine summer morning beginning harvest remember mr,positive
earnshaw old master came downstairs dressed journey told joseph done day turned hindley cathy sat eating porridge said speaking son bonny man im going liverpool today shall bring,neutral
may choose like let little shall walk back sixty miles way long spell,positive
hindley named fiddle asked miss cathy hardly six years old could ride horse stable chose whip,positive
promised bring pock etful apples pears kissed children said goodbye set,positive
seemed long us three days ab sence often little cathy ask would home,neutral
earnshaw expected suppertime third evening put meal hour hour signs coming however last chil dren got tired running gate look,negative
grew dark would bed begged sadly allowed stay eleven oclock doorlatch raised quietly stepped master,negative
said open ing greatcoat held bundled arms,neutral
never beaten anything life must een take gift god though dark almost came devil,positive
crowded round miss cathys head wuthering heights peep dirty ragged blackhaired child big enough walk talk indeed face looked older catherines yet set feet stared round repeated gibberish nobody could understand,negative
earnshaw ready fling doors fly asking could fashion bring gipsy brat house bairns feed fend,positive
master tried explain matter really half dead fatigue could make amongst scolding tale seeing starving house less good dumb streets liverpool picked inquired owner,negative
soul knew belonged said money time limited thought better take home run vain expenses determined would leave found,positive
well conclusion mistress grumbled calm mr,positive
earnshaw told wash give clean things let sleep children,positive
hindley cathy contented look ing listening till peace restored began searching fathers pockets presents promised,positive
former boy fourteen drew fiddle crushed morsels greatcoat blubbered aloud cathy learned master lost whip attending stranger showed humour grinning spitting stupid little thing earning pains sound blow father teach cleaner manners,negative
miss cathy thick hindley hated say truth plagued went shamefully wasnt reasonable enough feel injustice mistress nev er put word behalf saw wronged,negative
seemed sullen patient child hardened perhaps illtreatment would stand hindleys blows without wink ing shedding tear pinches moved draw breath open eyes hurt self accident nobody blame,negative
endurance made old earnshaw furious discovered son persecuting poor fatherless child called,negative
took heathcliff strangely believing said matter said precious little generally truth wuthering heights petting far cathy mischievous wayward favourite,positive
beginning bred bad feeling house mrs,negative
earnshaws death happened less two years young master learned regard father oppressor rather friend heathcliff usurper parents affections privileges grew bitter brooding injuries,positive
cathy brother harassed terribly un complaining lamb though hardness gentleness made give little trouble,negative
vain commendations softened towards ing whose means earned thus hindley lost last ally still couldnt dote heathcliff dered often master saw admire much sullen boy never recollection repaid indul gence sign gratitude,negative
insolent benefactor simply insensible though knowing per fectly hold heart conscious speak house would obliged bend wishes,positive
heathcliff took handsomest soon fell lame discovered said hindley must exchange horses dont like mine wont shall tell father three thrash ings youve given week show arm black shoulder,negative
hindley put tongue cuffed ears,neutral
youd better persisted escaping porch stable speak blows youll get interest,positive
cried hindley threat ening iron weight used weighing potatoes hay,negative
throw replied standing still ill tell boasted would turn doors soon died see whether turn directly,negative
hindley threw hitting breast fell staggered immediately breathless white prevented would gone master got full revenge letting condi tion plead intimating caused,negative
take hope hell kick brains,negative
heathcliff gone loose beast shift wuthering heights stall passing behind hindley finished speech knocking feet without stop ping examine whether hopes fulfilled ran away fast could,positive
surprised witness coolly child gathered went inten tion exchanging saddles sitting bundle hay overcome qualm violent blow occasioned entered house,negative
persuad ed easily let lay blame bruises horse minded little tale told since wanted,neutral
especially remarked one attempted impose upon domineer favourite painfully jeal ous lest word spoken amiss seeming got head notion liked heathcliff hated longed illturn,negative
last curate curate made living answer teaching little lintons earnshaws farming bit land advised young man sent college mr,neutral
earnshaw agreed though heavy spirit said hindley nought would never thrive wandered,positive
wuthering heights hoped heartily peace,positive
might got tolerably notwithstanding two people miss cathy joseph servant saw daresay yonder,negative
encouraged regard hindley reprobate night night regularly grumbled long string tales heathcliff catherine always minding flatter earnshaws weakness heaping heaviest blame latter,negative
certainly ways never saw child take put us past patience fifty times oftener day hour came downstairs till hour went bed min utes security wouldnt mischief,positive
wild wicked slip bonniest eye sweetest smile lightest foot parish believe meant harm made cry good earnest seldom happened would keep company oblige quiet might comfort,positive
play liked exceedingly act little mistress using hands freely com manding companions would bear slapping ordering let know,positive
earnshaw understand jokes children always strict grave catherine part idea father crosser less patient ailing condition prime,negative
peevish reproofs wakened naughty delight provoke never hap py scolding defying us bold saucy look ready words turn ing josephs religious curses ridicule baiting father hated showing pre tended insolence thought real power heathcliff kindness boy would bidding anything suited inclination,positive
nay cathy old man would say cannot love thee thourt worse thy brother,negative
doubt thy mother must rue ever reared thee,negative
made cry first wuthering heights ing repulsed continually hardened laughed told say sorry faults beg forgiven,negative
high wind blustered round house roared chimney sounded wild stormy yet cold togeth er little removed hearth busy knitting joseph reading bible near table servants generally sat house work done,neutral
miss cathy sick made still leant fathers knee heathcliff lying floor head lap,negative
remember master fell doze stroking bonny hair pleased rarely see gentle saying canst thou al ways good lass cathy,positive
turned face laughed answered cannot always good man father,positive
soon saw vexed kissed hand said would sing sleep,positive
kept mute mice full halfhour done longer joseph finished chapter got said must rouse master prayers bed,neutral
stepped forward called name touched shoulder would move took candle looked,neutral
thought something wrong set light seizing children arm whispered frame upstairs make little din might pray alone evening summut,negative
shall bid father goodnight first said catherine put ting arms round neck could hinder,neutral
poor thing discovered loss directly screamed oh hes dead heathcliff,negative
joined wail loud bitter joseph asked could thinking roar way saint heaven,positive
however went wind rain brought one doctor back said would come morning,neutral
leaving joseph explain matters ran childrens room door ajar saw never lain though past midnight calmer need console,positive
little souls comfort ing better thoughts could hit parson world ever pictured heaven beauti fully innocent talk sobbed listened could help wishing safe together,positive
wuthering heights chapter vi mr,neutral
hindley came home funeral thing amazed us set neighbours gossiping right left brought wife,negative
every object saw mo ment crossed threshold appeared delight every circumstance took place except preparing burial presence mourners,positive
thought half silly behaviour went ran chamber made come though dressing children sat shivering clasping hands asking repeatedly gone yet,neutral
began describing hysterical emotion effect produced see black started trembled last fell aweeping asked matter answered didnt know felt afraid dying,negative
remark sure mounting stairs made breathe quick least sudden noise set quiver coughed troublesome ly sometimes knew nothing symptoms portended impulse sympathise,positive
grown sparer lost colour spoke dressed quite differently day return told joseph must thenceforth quarter backkitchen leave house,negative
indeed would carpeted papered small spare room parlour wife ex pressed pleasure white floor huge glowing fireplace pewter dishes delfcase dogken nel wide space move usually sat thought unnecessary com fort dropped intention,positive
expressed pleasure finding sister among new acquaintance prattled catherine kissed ran gave quanti ties presents beginning,positive
words evincing dislike heathcliff enough rouse old hatred boy,negative
heathcliff bore degradation pretty well first wuthering heights cause cathy taught learnt worked played fields,positive
promised fair grow rude savages young master entire ly negligent behaved kept clear,positive
would even seen going church sundays joseph curate rep rimanded carelessness absented reminded order heathcliff flogging catherine fast dinner supper,negative
one chief amusements run away moors morning remain day punish ment grew mere thing laugh,positive
curate might set many chapters pleased catherine get heart joseph might thrash heathcliff till arm ached forgot everything minute together least minute contrived naughty plan revenge many time ive cried watch growing reckless daily daring speak syl lable fear losing small power still retained unfriended creatures,negative
one sunday evening chanced banished sittingroom mak ing noise light offence kind went call supper could discover nowhere,positive
searched house yard sta bles invisible last hindley passion told us bolt doors swore nobody let night,positive
household went bed anx ious lie opened lattice put head hearken though rained determined admit spite prohibition return,negative
thrushcross grange answered would manners ask stay,neutral
said youll never content till youre sent business,neutral
world led wandering thrushcross grange,neutral
let get wet clothes ill tell nelly replied,negative
bid beware rousing master undressed waited put candle contin ued cathy escaped washhouse ramble liberty getting glimpse grange lights thought would go see whether lintons passed sunday evenings standing shivering cor ners father mother sat eating drinking singing laughing burning eyes fore fire,positive
good children doubt dont deserve treatment receive bad conduct,negative
dont cant nelly said nonsense,positive
ran top heights park without stopping catherine completely beaten race wuthering heights barefoot,negative
beautiful splendid place carpeted crimson crimsoncovered chairs tables pure white ceil ing bordered gold shower glassdrops hanging silver chains centre shimmering little soft tapers,positive
linton ed gar sisters entirely,neutral
isabella believe eleven year younger cathy lay screaming farther end room shriek ing witches running redhot needles,negative
edgar stood hearth weeping silently mid dle table sat little dog shaking paw yelping mutual accusations understood nearly pulled two,negative
would catch wishing catherine wanted,positive
id exchange thousand lives condition ed gar lintons thrushcross grange might privilege flinging joseph highest gable paint ing housefront hindleys blood,positive
still told heathcliff catherine left behind,neutral
lintons heard us one accord shot like arrows door silence cry oh mamma mamma,negative
cathy hand urg ing fell,positive
let bulldog loose holds,negative
devil seized ankle nelly heard abominable snorting,negative
man took cathy sick fear im certain pain,negative
carried wuthering heights followed grumbling execrations vengeance,neutral
skulker caught little girl sir replied theres lad added making clutch looks outandout er,neutral
like robbers putting window open doors gang asleep might murder us ease,negative
linton sir dont lay gun,positive
robert said old fool,negative
dont afraid boy yet villain scowls plainly face would kindness country hang shows nature acts well features,positive
linton placed spectacles nose raised hands horror,negative
examined cathy came round heard last speech laughed,positive
whispered mother look skulker bitten foot bleeds,neutral
yet dear child mourning surely may lamed life,positive
declare strange acquisition late neighbour made journey liverpool little lascar american spanish cast away,negative
wicked boy events remarked old lady quite unfit decent house,negative
im shocked children heard,negative
recommenced cursing dont angry nelly robert ordered take,positive
refused go without cathy dragged garden pushed lantern hand assured mr,positive
earnshaw formed behaviour bidding march directly secured door,positive
curtains still looped one corner resumed station spy catherine wished return intended shattering great glass panes million fragments unless let,positive
linton took grey cloak dairymaid borrowed excursion shaking head expostulating suppose young lady made distinction wuthering heights treatment mine,negative
womanservant brought basin warm water washed feet mr,positive
linton mixed tumbler negus isabella emptied plateful cakes lap edgar stood gaping distance,negative
afterwards dried combed beautiful hair gave pair enormous slippers wheeled fire left merry could divid ing food little dog skulker whose nose pinched ate kindling spark spirit vacant blue eyes lintons dim reflection enchanting face,positive
saw full stupid admira tion immeasurably superior everybody earth nelly,neutral
come business reck answered covering extinguishing light,neutral
hindley proceed extremities see wont,neutral
words came truer desired,positive
linton mend matters paid us visit morrow read young master lecture road guided family stirred look earnest,positive
heathcliff ceived flogging told first word spoke miss catherine ensure dismissal mrs,positive
earnshaw undertook keep sisterinlaw due restraint returned home employing art force force would found impossible,neutral
vii cathy stayed thrushcross grange five weeks till christmas,neutral
mistress visited often interval commenced plan reform trying raise selfrespect fine clothes flattery took readily instead wild hatless little savage jumping house rushing squeeze us breathless lighted handsome black pony dignified person brown ringlets falling cover feathered beaver long cloth habit obliged hold hands might sail,positive
hindley lifted horse exclaiming delight edly cathy quite beauty,positive
isabella linton compared frances,neutral
isabella natural advantages replied wife must mind grow wild,positive
ellen help miss cath erine things stay dear disarrange curls let untie hat,positive
removed habit shone forth beneath grand plaid silk frock white trousers burnished shoes eyes sparkled joyfully dogs came bounding welcome dared hardly touch lest fawn upon splendid garments,positive
wuthering heights kissed gently flour making christmas cake would done give hug looked round heathcliff,positive
earnshaw watched anxiously meeting thinking would enable judge measure grounds hoping succeed separating two friends,positive
heathcliff may come forward cried mr,negative
hindley enjoying discomfiture gratified see bidding young blackguard would compelled present,positive
may come wish miss catherine welcome like servants,positive
cathy catching glimpse friend conceal ment flew embrace bestowed seven eight kisses cheek within second stopped drawing back burst laugh exclaiming black cross look,positive
thats im used edgar isabella lin ton,neutral
reason put question shame pride threw double gloom countenance kept immovable,negative
shake hands heathcliff said mr,negative
earnshaw conde scendingly way permitted,neutral
shall replied boy finding tongue last shall stand laughed,positive
would broken circle miss cathy seized,negative
mean laugh said could hin der heathcliff shake hands least,positive
answered following eye snatching away hand,positive
shall dirty please like dirty dirty,negative
dashed headforemost room amid merriment master mistress seri ous disturbance catherine could comprehend remarks produced exhibition bad temper,negative
wuthering heights playing ladysmaid newcomer putting cakes oven making house kitchen cheerful great fires befitting christmaseve pre pared sit amuse singing carols alone regardless josephs affirmations considered merry tunes chose next door songs,positive
tired private prayer chamber mr,negative
earnshaw engaging missys attention sundry gay trifles bought present little lintons acknowledgment kindness,positive
invited spend morrow wuthering heights invi tation accepted one condition mrs,positive
linton begged darlings might kept carefully apart naughty swearing boy,positive
gave due inward applause every object remembered old earnshaw used come tidied call cant lass slip shilling hand christmas box went think fondness heathcliff dread lest suffer neglect af ter death removed naturally led consider poor lads situation singing changed mind crying,negative
struck soon however would sense endeavouring repair wrongs shedding tears got walked court seek,negative
said kitchen com fortable joseph upstairs make haste let dress smart miss cathy comes sit together whole hearth long chatter till bedtime,positive
proceeded task never turned head towards,neutral
theres little cake nearly enough youll need halfan hours donning,neutral
waited five minutes getting answer left,neutral
catherine supped brother sisterinlaw joseph joined unsociable meal seasoned reproofs one side sauciness,neutral
cathy sat late world things order reception new friends came kitchen speak old one gone stayed ask matter went back,positive
morning rose ear ly holiday carried illhumour moors reappearing till family departed church,positive
hung wuthering heights screwed courage exclaimed abruptly nelly make decent im going good,positive
high time heathcliff said grieved cath erine shes sorry ever came home daresay,negative
notion envying catherine incomprehen sible notion grieving understood clearly enough,negative
cried told morn ing,negative
well cried last night returned reason cry,negative
yes reason going bed proud heart empty stomach said,positive
ashamed touchiness must ask pardon mind comes,negative
though dinner get ready ill steal time arrange edgar linton shall look quite doll beside,negative
younger yet ill bound taller twice broad across shoulders could knock twinkling dont feel could,negative
heathcliffs face brightened moment cast afresh sighed,positive
nelly knocked twenty times wouldnt make less handsome,negative
wish light hair fair skin dressed behaved well chance rich,positive
cried mamma every turn added trem bled country lad heaved fist sat home day shower rain,negative
oh heathcliff showing poor spirit,negative
come glass ill let see wish,neutral
mark two lines eyes thick brows instead rising arched sink middle couple black fiends deeply buried never open windows boldly lurk glinting like devils spies,negative
wish learn smooth away surly wrinkles raise lids frankly change fiends confident innocent angels suspecting doubting nothing always see ing friends sure foes,positive
dont get expression vicious cur appears know kicks gets desert yet hates world well kicker suffers,negative
words must wish edgar lintons great blue eyes even forehead replied,positive
good heart help bonny face lad continued regular black bad one turn bonniest something worse ugly,neutral
place would frame high notions birth thoughts give courage dignity support oppres sions little farmer,positive
chattered heathcliff gradually lost frown began look quite pleasant con versation interrupted rumbling sound moving road entering court,neutral
ran window door time behold two lintons descend family carriage smothered cloaks furs earnshaws dismount horses often rode church winter,negative
catherine took hand children brought house set fire quickly put colour white faces,positive
urged companion hasten show ami able humour willingly obeyed ill luck would opened door leading kitchen one side hindley opened,positive
met master irritated seeing clean cheerful perhaps eager keep promise mrs,positive
linton shoved back sudden thrust angrily bade joseph keep fellow room send garret till dinner,negative
hell cramming fingers tarts stealing fruit left alone minute,negative
nay sir could avoid answering hell touch noth ing suppose must share dainties well,negative
shall share hand catch stairs till dark cried hindley,positive
wait till get hold elegant locks see wont pull bit longer,positive
long enough already observed master linton peeping doorway wonder dont make head ache,positive
like colts mane eyes,positive
ventured remark without intention sult heathcliffs violent nature prepared endure appearance impertinence one seemed hate even rival,negative
seized tureen hot apple sauce first thing came gripe dashed full speakers face neck instantly commenced lament brought isabella catherine hurrying place,negative
expostulat ed master linton,neutral
bad temper youve spoilt visit hell flogged hate wuthering heights flogged,negative
didnt sobbed youth escaping hands finishing remainder purification cambric pockethandkerchief,positive
promised mamma wouldnt say one word didnt,positive
well dont cry replied catherine contemptuously youre killed,negative
next time master edgar take law fists give appetite,neutral
little party recovered equanimity sight fragrant feast,positive
waited behind chair pained behold catherine dry eyes indif ferent air commence cutting wing goose,negative
call unfeeling long perceived purgatory throughout day wearying find opportunity getting paying visit heath cliff locked master discovered endeavouring introduce private mess vict uals,positive
catherine loved said sounded sweetest top steps went dark followed,positive
made stay stairshead mounted farther garret heathcliff confined called,neutral
let poor things converse unmolested till supposed songs going cease singers get refresh ment clambered ladder warn,negative
little mon key crept skylight one garret along roof skylight utmost wuthering heights difficulty could coax,negative
come heathcliff came insisted take kitchen fellowservant gone neighbours removed sound devils psalmody pleased call,negative
went set stool fire offered quantity good things sick could eat little attempts entertain thrown away,negative
inquiring subject thoughts answered gravely trying settle shall pay hindley back,negative
god punish wicked people learn forgive,negative
god wont satisfaction shall turned,negative
let alone ill plan im thinking dont feel pain,negative
