text,sentiment
dearest kitty short circuit last night besides guns booming away dawn still havent gotten fear planes shooting crawl fathers bed nearly every night comfort know sounds childish wait till happens ackack guns make much noise cant hear voice mrs beaverbrook fatalist practically burst tears said timid little voice oh awful oh guns loud another way saying im scared didnt seem nearly bad candlelight dark shivering fever begged father relight candle adamant light suddenly heard burst machinegun fire thats ten times worse antiaircraft guns mother jumped bed pims great annoyance lit candle resolute answer grumbling anne exsoldier end told mrs van ds fears dont think keep date latest adventures secret annex tell well one night mrs van thought heard loud footsteps attic afraid burglars woke husband moment thieves disappeared sound mr van could hear frightened pounding fatalistic wifes heart oh putti cried putti mrs van ds pet name husband must taken sausages dried beans peter oh think peters still safe sound bed im sure havent stolen peter stop ninny let get back sleep impossible mrs van scared sleep nights later entire van daan family awakened ghostly noises peter went attic flashlight scurry scurry think saw running away whole slew enormous rats knew thieves let mouschi sleep attic never saw uninvited guests least night evenings ago seventhirty still light peter went loft get old newspapers hold tightly trapdoor climb ladder put hand without looking nearly fell ladder shock pain without realizing hed put hand large rat bitten arm time reached us white sheet knees knocking blood soaked pajamas wonder shaken,negative
dearest kitty may introduce mama frank childrens advocate extra butter youngsters problems facing todays youth name mother defends younger generation skirmish two always gets way one jars pickled tongue spoiled feast mouschi boche havent met boche yet despite fact went hiding shes warehouse office cat keeps rats bay storeroom odd political name easily explained firm gies co two cats one warehouse one attic paths crossed time time invariably resulted fight warehouse cat always aggressor attic cat ultimately victor politics warehouse cat named german boche attic cat englishman tommy sometime got rid tommy boche always amuse us go downstairs vveve eaten many brown beans navy beans cant stand look thinking makes sick evening serving bread canceled daddy said hes cheerful mood eyes look sad poor man cant tear away book knock door ina bakker boudier family saga extremely well written parts dealing war writers emancipation women arent good honest subjects dont interest much terrible bombing raids germany mr van daan grouchy reason cigarette shortage debate whether start eating canned food ended favor cant wear shoes,negative
dearest kitty less hour joy followed disappoint ment turkey hasnt entered war yet cabinet minister talking turkey giving neu trality sometime soon newspaper vendor dam square shouting turkey englands side papers snatched hands wed heard encouraging rumor thousandguilder notes declared invalid thatll blow black marketeers others like even pe ie hiding anyone else money cant accounted turn thousandguilder bill able state came provide proof still used pay taxes next week fivehundred notes lapse time gies co still unaccountedfor thousandguilder bills used pay estimated taxes coming years everything seems aboveboard dussel received oldfashioned footoperated dentists drill means ill probably getting thorough checkup soon dussel terribly lax comes obeying rules house write letters charlotte hes also carrying chatty correspondence various people margot annexs dutch teacher correcting letters father forbidden keep practice margot stopped correcting letters think wont long starts fuhrer talking wounded soldiers listened radio,positive
dearest kitty mother father margot sitting quite pleasantly together last night peter suddenly came whispered fathers ear caught words barrel falling warehouse someone fiddling door margot heard trying calm since id turned white chalk extremely nervous three us waited father peter went downstairs minute two later mrs van daan came shed listening radio told us pim asked turn tiptoe upstairs know happens youre trying quiet old stairs creaked twice loud five minutes later peter pim color drained faces appeared relate experiences positioned staircase waited nothing happened sudden heard couple bangs two doors slammed shut inside house pim bounded stairs peter went warn dussel finally pre sented upstairs though without kicking fuss making lot noise tiptoed stockinged feet van daans next floor mr van bad cold already gone bed gathered around bedside discussed suspicions whisper every time mr van coughed loudly mrs van nearly nervous fit kept coughing someone came bright idea giving codeine cough subsided immediately waited waited heard nothing finally came conclusion burglars taken heels heard footsteps otherwise quiet building problem chairs private office neatly grouped around radio tuned england burglars forced door airraid wardens notice call police could serious repercus sions mr van daan got pulled coat pants put hat cautiously followed father stairs peter armed heavy hammer safe side right behind ladies including margot waited suspense men returned five minutes later reported sign activity building agreed run water flush toilet since everyones stomach churning tension imagine stench wed turn bathroom incidents like always accompanied disasters exception number one westertoren bells stopped chiming id always found comforting number two mr voskuijlleft early last night werent sure hed given bep key shed forgotten lock door little importance night begun still werent sure expect somewhat reassured fact eightfifteen burglar first entered building put lives jeopardy tenthirty hadnt heard sound thought less likely seemed burglar would forced door early evening still people streets besides occurred us warehouse manager keg company next door might still work excitement thin walls easy mistake sounds besides imagination often plays tricks moments danger went bed though sleep father mother mr dussel awake night im exaggerating say hardly got wink sleep morning men went downstairs see outside door still locked well course gave entire office staff blowbyblow account incident far pleasant much easier laugh kinds things theyve happened,positive
dearest kitty weve finished shorthand course working improving speed arent smart let tell time killers call courses ever try make days go quickly possible much closer end time adore mythology espe cially greek roman gods everyone thinks interest passing fancy since theyve never heard teenager appreciation mythology well guess im first mr van daan cold rather scratchy throat hes making enormous todo gargles camomile tea coats roof mouth tincture myrrh rubs mentholatum chest nose gums tongue top hes foul mood rauter german bigwig,positive
dearest kitty im really mood pranks see date contrary today safely quote saying misfortunes never come singly first mr kleiman merry sunshine another bout gastrointestinal hemorrhaging yesterday stay bed least three weeks tell stomach bothering quite bit theres cure second bep flu third mr voskuijl go hospital next week probably ulcer undergo surgery fourth managers pomosin industries came frankfurt discuss new opekta deliveries father gone yer important points mr kleiman wasnt enough time give mr kugler thor ough briefing gentlemen arrived frankfurt father already shaking thought talks would go could downstairs exclaimed go lie ear floor theyll brought private office youll able hear everything fathers face cleared yesterday morning tenthirty margot pim two ears better one took posts floor noon talks werent finished father shape continue listen ing campaign agony lie hours unusual uncomfortable position twothirty heard voices hall took place margot kept company conversation longwinded boring suddenly fell asleep cold hard linoleum margot didnt dare touch fear theyd hear us course couldnt shout slept good half hour awoke start,positive
dearest kitty oh another item added list sins last night lying bed waiting father tuck say prayers mother came room sat bed asked gently anne daddy isnt ready listen prayers tonight momsy replied mother got stood beside bed moment slowly walked toward door suddenly turned face contorted pain said dont want angry cant make love tears slid cheeks went door lay still thinking mean reject cruelly also knew incapable answering way cant hypocrite pray dont feel like doesnt work way felt sorry mother sorry first time life noticed wasnt indifferent coldness saw sorrow face talked able make love hard tell truth yet truth shes one whos rejected shes one whose tactless comments cruel jokes matters dont think funny made insensitive sign love part heart sinks every time hear harsh words thats heart sank realized love us cried half night didnt get sleep father avoided looking eyes happen cross mine read unspoken words unkind dare make mother sad everyone expects apologize something apologize told truth sooner later mothjr bound find anyway seem indifferent mothers tears fathers glances feeling ive always felt feel sorry mother figure attitude part continue remain silent aloof dont intend shrink truth,negative
dearest kitty house still trembling aftereffects quarrels everyone mad everyone else mother mr van daan father mother mrs van terrific atmosphere dont think annes usual list shortcomings extensively aired german visitors back last saturday stayed six sat upstairs daring move inch theres one else working building neighborhood hear every single step private office ive got ants pants sit still long mr voskuijl hospitalized mr kleimans back office stomach stopped bleeding sooner normally told us county clerks office took extra beating firemen flooded entire building instead putting fire heart good carlton hotel destroyed two british planes loaded firebombs landed right top german officers club entire corner vijzelstraat singel gone flames number air strikes german cities increasing daily havent good nights rest ages bags eyes lack sleep food terrible breakfast consists plain unbuttered brea ersatz coffee last two weeks lunch spinach cooked lettuce huge potatoes rotten sweetish taste youre trying diet,negative
dearest kitty yesterday dussels birthday first acted didnt want celebrate miep arrived large shopping bag overflowing gifts excited little kid darling lotje sent eggs butter cookies lemonade bread cognac spice cake flowers oranges chocolate books writing paper piled presents table displayed fewer three days silly old goat mustnt get idea hes starving found bread cheese jam eggs cupboard absolutely disgraceful dussel weve treated kindness took save destruction stuff behind backs give us anything weve shared whats worse opinion hes stingy respect mr kleiman mr voskuijl bep doesnt give thing dussels view oranges kleiman badly needs sick stomach benefit stomach even tonight guns banging away much ive already gather belongings four times today packed suitcase wl fthe stuff id need case flee ther correctly noted would go holland punishe workers strikes martial law declared everyone going get one less butter coupon naughty children washed mothers hair evening,negative
think lives usually come conclusion live paradise compared jews arent hiding later everything returned normal ill probably wonder always lived comfortable circumstances could sunk low respect manners mean example oilcloth covered dining table ever since weve much use hardly youd call spotless best clean since dishcloth also purchased went hiding consists holes cloth thankless task van daans sleeping winter long flannel sheet cant washed detergent rationed short supply besides poor quality practically useless father walking around frayed trousers tie also showing signs wear tear mamas corset snapped today beyond repair margot wearing bra thats two sizes small mother margot shared three undershorts entire winter mine small dont even cover stomach things overcome sometimes wonder whose every possession underpants fathers shaving brush old worn ever hope regain position war attitude annex residents toward war mr van daan opinion us revered gentleman great insight politics nevertheless predicts well stay end thats long time yet possible hold assure us war caused nothing pain sorrow nothing happened us helpers long time one thats every day filled tension expectation hope generate tension fear example hear noise inside outside house guns go read new proclamations paper since afraid helpers might forced go hiding sometime days everyone talking hide dont know many people actually hiding course number relatively small compared general population later well doubt astonished many good people holland willing take jews christians without money homes therere also unbelievable number people false identity papers mrs van daan beautiful damsel account heard getting easier days obtain false ids immediately proposed one made nothing father mr van daan made money mrs van daan always sating ridiculous things putti often exasperated thats surprising one day kerli announces allover im going baptized next long remember ive wanted go jerusalem feel home jews pim big optimist always reasons mr dussel makes everything goes along anyone wishing contradict majesty better think twice alfred dussels home word law doesnt suit anne frank least members annex family think war doesnt matter comes politics,positive
dearest kit recently witnessed fierce dogfight german english pilots unfortunately couple allied airmen jump burning plane milkman lives halfweg saw four canadians sitting along side road one spoke fluent dutch asked milkman light cigarette told crew consisted six men pilot burned death fifth crew member hidden somewhere german security police came pick four remaining men none injured parachuting flaming plane anyone presence mind although undeniably hot light fire every day burn vegetable peelings garbage cant throw anything trash cans warehouse employees might see one small act carelessness done college students asked sign official statement effect sympathize germans approve new order eighty percent decided obey dictates conscience penalty severe student refusing sign sent german labor camp whats become youth country theyve got hard labor germany last night guns making much noise mother shut window pims bed suddenly right heads heard mrs van leap shed bitten mouschi followed loud boom sounded firebomb landed beside bed lights lights screamed pim switched lamp expected room burst flames minute nothing happened rushed upstairs see going mr mrs van seen red glow open window thought fire nearby certain house ablaze mrs van already standing beside bed knees knocking boom came dussel stayed upstairs smoke cigarette crawled back bed less fifteen minutes later shooting started mrs van sprang bed went downstairs dussel room seek comfort unable find spouse dussel welcomed words come bed,negative
dearest kitty poem father composed birthday nice keep since pim writes verses german margot volunteered translate dutch see whether margot hasnt done proud begins usual summary years events continues youngest among us small life trying chore becoming teachers terrible bore weve got experience take weve done see know ropes know since time immemorial always ones shortcomings nothing fluff everyone elses heavier stuff faultfinding comes easy plight hard parents try might treat fairness kindness well nitpickings habit thats hard dispel men youre living old folks put nagging hard true pill may bitter must go meant keep peace know many months vain since wasting time noes brain read study nearly day determined chase boredom away difficult question much harder bear earth wear ive got panties clothes tight shirt loincloth im really siaht put shoes must toes dh dear im plagued many woes margot trouble getting part food rhyme im leaving aside dont think good poem rest ive thoroughly spoiled received number lovely presents including big book favorite subject,positive
dearest kitty heaps things happened often think im boring dreary chitchat youd soon fewer letters ill keep news brief mr voskuijl wasnt operated ulcer doctors operating table opened saw cancer advanced stage operation pointless stitched kept hospital three weeks fed well sent back home made unforgivable error told poor man exactly store cant work anymore hes sitting home surrounded eight children brooding approaching death feel sorry hate able go otherwise id visit often could help take mind matters good man longer let us know whats said done warehouse disaster us mr voskuijl greatest source help suppor came safety measures miss much next month turn hand radio authorities mr kleiman small set hidden home hes giving us replace beautiful cabinet radio pity turn big philips youre hiding cant afford bring authorities heads course well put baby radio upstairs whats clandestine radio already clandestine jews clandestine money country people trying get hold old radio hand instead morale booster true reports outside grow worse worse radio wondrous voice helps us lose heart keep telling cheer,positive
dear kitty get back subject childrearing umpteenth time let tell im best helpful friendly kind keep rain rebukes light drizzle easy trying behave like model child people cant stand especially dont mean word see little hypocrisy gets lot myoid method saying exactly think even though one ever asks opinion cares one way another course often forget role find impossible curb anger theyre unfair spend next month saying impertinent girl world dont think im pitied sometimes good thing im grouchy type might become sour badtempered usually see humorous side scoldings easier somebody else raked coals ive decided great deal thought drop shorthand first time subjects second eyes thats sad story ive become nearsighted glasses ages ago ugh wont look like dope know people hiding cant yesterday anyone could talk annes eyes mother suggested go ophthalmologist mrs kleiman hearing made knees weak since small matter going outside think walking street cant imagine petrified first glad simple various authorities approve step unable reach quick decision first carefully weigh difficulties risks though miep ready set immediately tow meantime id taken gray coat closet small looked might belonged little sister lowered hem still couldnt button im really curious see decide dont think theyll ever work plan british landed sicily fathers set quick finish beps giving margot lot office work makes us feel important big help anyone file letters make entries sales book remarkable accuracy miep much carry looks like pack mule goes forth nearly every day scrounge vegetables,positive
best little table yesterday afternoon father gave permission ask mr dussel whether would please good allow see polite use table room two afternoons week four fivethirty already sit every day twothirty four dussel takes nap rest time room table offlimits impossible study next door afternoon theres much going besides father sometimes likes sit desk afternoon seemed like reasonable request asked dussel politely think learned gentlemans reply plain incensed wasnt let put like asked reason didnt get anywhere gist reply study know cant afternoons wont able fit finish task ive set otherwise theres point starting besides arent serious studies mythology kind work reading knitting dont count either use table im going give replied mr dussel take wsork seriously cant study next door afternoons would appreciate would reconsider request said words insulted anne turned around pretended learned doctor wasnt seething rage felt dussel incredibly rude certainly id polite evening managed get hold pim told happened discussed next step intention giving preferred deal matter pim gave rough idea approach dussel cautioned wait next day since flap ignored last piece advice waited dussel dishes done pim sitting next door calming effect began mr dussel seem believe discussion matter pointless beg reconsider dussel gave charming smile said im always prepared discuss matter even though already settled went talking despite dussels repeated interruptions first came said agreed room shared two us divide fairly youd entire morning id entire afternoon im asking much two afternoons week seem reasonable dussel leapt chair hed sat pin business talking rights room supposed go maybe ask mr van daan build cubbyhole attic youre one cant find quiet place work youre always looking fight sister margot right work space come request id never even thought refusing brought business mythology knitting anne insulted however showed sign let dussel finish impossible talk youre shamefully selfcentered one else matters long get way ive never seen child said done ill obliged let way since dont want people saying later anne frank failed exams mr dussel refused relinquish table went deluge words could hardly keep one fleeting moment thought lies ill smack ugly mug hard hell go bouncing wall next moment thought calm hes worth getting upset long last mr dussel fury spent left room expression triumph mixed wrath coat pockets bulging food went running father recounted entire story least parts hadnt able follow rim decided talk dussel evening spoke half hour first discussed whether anne allowed use table yes father said dussel dealt subject time hed professed agree dussel didnt want contradict elder front younger even hadnt thought fair dussel felt right talk intruder laying claim everything sight father protested strongly since heard say nothing kind conversation went back forth father defending selfishness busywork dussel grumbling whole time dussel finally give,positive
dearest kitty theres another breakin time real one peter went warehouse morning seven usual noticed warehouse door street door open immediately reported pim went private office tuned radio german station locked door went back upstairs cases orders wash run water quiet dressed eight go bathroom usual followed letter glad wed slept well hadnt heard anything indignant one office came upstairs entire morning mr kleiman left us tenterhooks eleventhirty told burglars forced outside door warehouse door crowbar didnt find anything worth stealing tried luck next floor stole two cashboxes containing guilders blank checkbooks worst coupons pounds sugar entire allotment wont easy wangle new ones mr kugler thinks burglar belongs gang one made unsuccessful attempt six weeks ago open three doors warehouse door two outside doors burglary caused another stir,negative
bep currently able get hold notebooks especially journals ledgers useful bookkeeping sister kinds sale well dont ask theyre like long theyll last moment theyre labeled coupons needed like everything else purchase without ration stamps theyre totally worthless consist twelve sheets gray paper narrow lines slant across page margot thinking taking course calligraphy ive advised go ahead mother wont let eyes think thats silly whether something else comes thing since youve never war kitty since know little life hiding spite letters let tell fun want first able go outside margot mr van daan wish else hot bath filled brim lie half hour mrs van daan would like cake dussel think nothing seeing charlotte mother dying cup real coffee father would like visit mr voskuijl peter would go downtown id overjoyed wouldnt know begin long home able move around freely someone help homework last words go back school bep offered get us fruit socalled bargain prices grapes guilders pound gooseberries cents pound,positive
dear kitty yesterday tumultuous day still wound actually may wonder theres ever day passes without kind excitement first warning siren went morning breakfast paid attention meant planes crossing coast terrible headache lay hour breakfast went office around two twothirty margot finished office work gathering things together sirens began wailing trooped back upstairs none soon seems less five minutes later guns booming loudly went stood hall house shook bombs kept falling clutching escape bag wanted something hold wanted run away know cant leave seen streets would dangerous getting caught air raid half hour drone engines faded house began hum activity peter emerged lookout post front attic dussel remained front office mrs van felt safest private office mr van daan watching loft us landing spread watch columns smoke rising harbor long smell fire everywhere outside looked city enveloped thick fog big fire like pleasant sight fortunately us went back various chores starting dinner another airraid alarm food good lost appetite moment heard siren nothing happened however fortyfive minutes later clear sounded dishes washed another airraid warning gunfire swarms planes oh gosh twice one day thought thats twice one day thought thats twice many little good us agai bombs rained time others city according british reports schiphol airport bombed planes dived climbed air abuzz drone engines scary whole time kept thinking comes assure went bed nine legs still shaking stroke midnight woke planes dussel undressing took notice leapt wide awake sound first shot stayed fathers bed one bed onethirty back fathers bed two planes kept coming last stopped firing able go back home finally fell asleep half past two seven oclock awoke start sat bed mr van daan father first thought burglars everything heard mr van daan say thought everything stolen time wonderful news best weve months maybe even since war began mussolini resigned king italy taken government jumped joy awful events yesterday finally something good happens brings us hope hope end war hope peace mr kugler dropped told us fokker aircraft factory hit hard meanwhile another airraid alarm morning planes flying,negative
dearest kitty mrs van daan dussel dishes extremely quiet unusual sure notice order avoid questions quickly racked brains neutral topic thought book henry across street might fit bill couldnt wrong mrs van daan doesnt jump throat mr dussel boiled mr dussel recommended book margot example excellent writing thought anything little boy portrayed well rest less said better mentioned something effect dishes dussel launched veritable tirade possibly understand psychology man child isnt difficult youre far young read book like even twentyyearold man would unable comprehend go way recommend margot mrs van dussel continued harangue know way much things youre supposed youve brought wrong later youre older wont able enjoy anything anymore youll say oh read twenty years ago book youd better hurry want catch husband fall love since everything bound disappointment already know know theory practice thats another story imagine felt astonished calmly replying may think havent raised properly many people would disagree apparently believe good childrearing includes trying pit parents since thats ever telling girl age grownup subjects fine see happens people raised way moment could slapped poking fun beside rage knew much longer put others company id start counting days mrs van daans fine one talk sets example right bad one shes known exceedingly pushy egotistical cunning calculating perpetually dissatisfied add vanity coquettishness theres question shes thoroughly despicable person could write entire book madame van daan knows maybe someday anyone put charming exterior want mrs van friendly strangers especially men easy make mistake first get know mother thinks mrs van stupid words margot shes unimportant pim shes ugly literally figuratively long observation im never prejudiced beginning ive come conclusion shes three,positive
dearest kitty things going well political front italy banned fascist party people fighting fascists many places even army joined fight country like continue wage war england beautiful radio taken away last week dussel angry mr kugler turning appointed day dussel slipping lower lower estimation hes already zero hatever says politics history geography ything else ridiculous hardly dare repeat hitler fade history harbor rotterdam bigger one hamburg english idiots taking opportunity bomb italy smithereens etc etc third air raid decided grit teeth practice courageous mrs van daan one always said let fall better end bang end cowardly one among us shaking like leaf morning even burst tears comforted husband recently declared truce week squabbling nearly got sentimental sight mouschi proved beyond shadow doubt cat disadvantages well advantages whole house crawling fleas getting worse day mr kleiman sprinkled yellow powder every nook cranny fleas havent taken slightest notice making us jittery forever imagining bite arms legs parts bodies,negative
dearest kitty weve hiding little year know great deal lives still cant possibly tell everything since different compared ordinary times ordinary people nevertheless give closer look lives time time ill describe part ordinary day ill start evening night nine evening bedtime always begins annex enormous hustle bustle chairs shifted beds pulled blankets unfolded nothing stays daytime sleep small divan five feet long add chairs make longer comforter sheets pillows blankets everything removed dussel bed kept day next room theres terrible creaking thats margots folding bed set blankets pillows anything make wooden slats bit comfortable upstairs sounds like thunder mrs van ds bed shoved window majesty arrayed pink bed jacket sniff night air delicate little nostrils nine oclock peters finished turn bathroom wash head toe often find tiny flea floating sink hot months weeks days brush teeth curl hair manicure nails dab peroxide upper lip bleach black hairs less half hour ninethirty throw bathrobe soap one hand potty hairpins panties curlers wad cotton hurry bathroom next line invariably calls back remove gracefully curved unsightly hairs ive left sink ten oclock time put blackout screen say goodnight next fifteen minutes least house filled creaking beds sigh broken springs provided upstairs neighbors arent marital spat bed quiet eleventhirty bathroom door creaks narrow strip light falls room squeaking shoes large coat even larger man inside dussel returning nightly work mr kuglers office hear shuffiing back forth ten whole minutes rustle paper food hes tucking away cupboard bed made figure disappears sound occasional suspicious noise bathroom approximately three oclock get use tin bed safe side rubber mat underneath case leaks always hold breath go since clatters like brook mountainside potty returned place figure white nightgown one causes margot exclaim every evening oh indecent nighty climbs back bed certain somebody lies awake fifteen minutes listening sounds night first place hear whether burglars downstairs various beds upstairs next door room tell whether others asleep half awake fun especially concerns member family named dr dussel first theres sound fish gasping air repeated nine ten times lips moistened profusely alternated little smacking sounds followed long period tossing turning rearranging pillows five minutes perfect quiet sequence repeats three times hes presumably lulled back sleep sometimes guns go night one four im never aware happens sudden find standing beside bed sheer habit occasionally im dreaming deeply irregular french verbs quarrel upstairs realize dream shooting stopped ive remained quietly room usually wake grab pillow handkerchief throw robe slippers dash next door father way margot described birthday poem shots rino dark night door creaks open sight come hanky pillow figure white ive reached big bed worst except shooting extra loud six fortyfive brrring alarm clock raises shrill voice hour day night whether want creak wham mrs van turns screak mr van gets,positive
dearest kitty today lets talk lunch break twelvethirty whole gang breathes sigh relief mr van maaren man shady past mr de kok gone home lunch upstairs hear thud vacuum cleaner mrs van ds beautiful rug margot tucks books arm heads class slow learners dussel seems pim goes sits corner constant companion dickens hopes finding bit peace quiet mother hastens upstairs help busy little housewife tidy bathroom time twelve fortyfive one one trickle first mr gies either mr kleiman mr kugler followed bep sometimes even miep one clustered around radio listen raptly bbc time members annex family dont interrupt since even mr van daan cant argue speaker onefifteen food distribution everyone downstairs gets cup soup plus dessert happens contented mr gies sits divan leans desk newspaper cup usually cat side one three missing doesnt hesitate let protest heard mr kleiman relates latest news town hes excellent source mr kugler hurries stairs gives short solid knock door comes either wringing hands rubbing glee depending whether hes quiet bad mood talkative good mood one fortyfive everyone rises table goes business margot mother dishes mr mrs van head divan peter attic father divan dussel anne homework comes next quietest hour day theyre asleep disturbances judge face dussel dreaming food dont look long time whizzes know,positive
dearest kitty weeks ago started writing story,positive
dearest kitty continue typical day annex since weve already lunch time describe dinner mr van daan served first takes generous portion whatever likes usually joins conversation never fails give opinion hes spoken word final anyone dares suggest otherwise mr van put good fight oh hiss like cat id rather didnt youve seen never want see opinion best knows everything granted man good head shoulders swelled small degree madame actually best thing would say nothing days especially foul mood way face hard read analyze discussions realize shes subject guilty party fact everyone prefers ignore even could call instigator stirring trouble thats mrs van daan calls fun stirring trouble mrs frank anne margot mr frank qwte easy lets return table mrs van may think doesnt always get enough thats case choicest potatoes tastiest morsel tenderest bit whatever thats madames motto others turn long get best exactly accuses anne frank second watchword keep talking long somebodys listening doesnt seem occur wonder whether theyre interested must think whatever mrs van daan says interest everyone smile coquettishly pretend know everything offer everyone piece advice mother thats sure make good impression take better look good impression fades one shes hardworking two cheerful three coquettish sometimes cute face thats petronella van daan third diner says little young mr van daan usually quiet hardly makes presence known far appetite concerned hes danaldean vessel never gets full even substantial meal look calmly eye claim could eaten twice much number four margot eats like bird doesnt talk eats vegetables fruit spoiled opinion van daans little exercise fresh air beside mama hearty appetite share talking one impression mrs van daan housewife whats difference two well mrs van cooking mother dishes polishes furniture numbers six seven wont say much father former modest person table always looks see whether others served first needs nothing best things children hes goodness personified seated next annexs little bundle nerves dussel help keep eyes food eat dont talk say something goodness sake talk food doesnt lead quarrels bragging consumes enormous portions part vocabulary whether food good bad pants come chest red jacket black patentleather slippers hornrimmed glasses thats looks hes work little table always studying never progressing interrupted afternoon nap food favorite spot bathroom three four five times day theres bound someone waiting outside bathroom door hopping impatiently one foot another trying hold barely managing dussel care whit sevenfifteen seventhirty twelvethirty one two twofifteen four fourfifteen six sixfifteen eleventhirty twelve set watch times regular sessions never deviates lets swayed voices outside door begging open disaster occurs number nine part annex family,positive
dearest kitty new idea meals talk others two advantages first theyre glad dont listen continuous chatter second dont get annoyed opinions dont think opinions stupid people better keep apply tactic eat something loathe put dish front pretend delicious avoid looking much possible gone ive time realize get morning another disagreeable moment leap bed think youll slipping back covers soon walk window take blackout screen sniff crack feel bit fresh air im awake strip bed fast wont tempted get back know mother calls sort thing art living isnt funny expression weve little confused past week dearly beloved westertoren bells carted melted war idea exact time either night day still hopes theyll come substitute made tin copper thing remind neighborhood clock everywhere go upstairs cast admiring glances feet adorned pair exceptionally beautiful times like shoes miep managed snap guilders burgundycolored suede leather mediumsized high heels feel stilts look even taller already yesterday unlucky day pricked right thumb blunt end big needle result margot peel potatoes take good bad writing awkward bumped cupboard door hard nearly knocked scolded making racket wouldnt let run water bathe forehead im walking around giant lump right eye make matters worse little toe right foot got stuck vacuum cleaner bled hurt ailments already causing much trouble let one slide stupid im walking around infected toe salve gauze tape cant get heavenly new shoe foot dussel put us danger umpteenth time actually miep bring book antimussolini tirade banned way knocked ss motorcycle lost head shouted brutes went way dont dare think would happened shed taken headquarters anne daily chore little community peeling potatoes one person goes get newspapers another knives keeping best course third potatoes fourth water mr dussel begins may always peel well peel nonstop glancing left right see everyone way theyre look anne taking peeler hand like going top bottom nein think way easier mr dussel say tentatively best way anne take course matter way want go peeling glance dussel corner eye lost thought shakes head doubt says keep peeling look father side father peeling potatoes chore precision work reads deep wrinkle back head hes preparing potatoes beans vegetables seems totally absorbed task puts potatopeeling face set particular way would impossible turn anything less perfectly peeled potato keep working glance second thats time need mrs van trying attract dussels attention starts looking direction dussel pretends notice winks dussel goes peeling laughs dussel still doesnt look mother laughs dussel pays mind failed achieve goal mrs van obliged change tactics theres brief silence says putti dont put apron otherwise ill spend day tomorrow trying get spots suit im getting dirty another brief silence putti dont sit im fine way like standing silence putti look du spritzt schon youre splashing know mommy im careful mrs van casts another topic tell putti arent british carrying bombing raids today weathers bad kerli yesterday nice weather werent flying either lets drop subject cant person talk offer opinion well world oh quiet mammichen mommy mr frank always answers wife mr van trying control remark always rubs wrong way mrs van ds one quit oh theres never going invasion mr van turns white notices mrs van turns red shes deterred british arent thing bomb bursts shut donnerwetter noch mal crying loud mother barely stifle laugh stare straight ahead scenes like repeated almost daily unless theyve terrible fight case neither mr mrs van says word time get potatoes go attic peter busy picking fleas cat looks cat notices whoosh hes gone window rain gutter peter swears laugh slip room freedom annex fivethirty beps arrival signals beginning nightly freedom things get going right away go upstairs bep usually dessert rest us moment sits mrs van begins stating wishes list usually starts oh way bep something else id like bep winks mrs van doesnt miss chance make wishes known whoever comes upstairs must one reasons none like go five fortyfive bep leaves go two floors look around first kitchen private office coal bin open cat door mouschi long tour inspection wind mr kuglers office mr van daan combing drawers files todays mail peter picks boche warehouse key pim lugs typewriters upstairs margot looks around quiet place office work mrs van puts kettle water stove mother comes stairs pan potatoes know jobs soon peter comes back warehouse first question ask whether hes remembered bread hasnt crouches door front office make small possible crawls hands knees steel cabinet takes bread starts leave rate thats intends knows whats happened mouschi jumped gone sit desk peter looks around aha theres cat crawls back office grabs cat tail mouschi hisses peter sighs accomplished mouschis sitting window licking pleased escaped peters clutches peter choice lure piece bread mouschi takes bait follows door closes watch entire scene crack door mr van daan angry slams door margot exchange looks think thing must worked rage blunder mr kuglers part hes forgotten keg company next door another step heard hallway dussel comes goes toward window air propriety sniffs coughs sneezes clears throat hes luck pepper continues front office curtains open means cant get writing paper disappears scowl margot exchange another glance one less page sweetheart tomorrow hear say nod agreement elephants tread heard stairway dussel,positive
wenn die uhr halb neune schlaat clock strikes half past eight margot mother nervous shh father quiet otto shh pim eightthirty come cant run water anymore walk softly sample whats said father bathroom stroke half past eight living room running water flushing toilet walking around noise whatsoever long office staff hasnt arrived sounds travel easily warehouse door opens upstairs eighttwenty followed three gentle taps floor annes hot cereal clamber stairs get doggie dish back downstairs everything done quickly quickly comb hair put away potty shove bed back place quiet clock striking eightthirty mrs van changes shoes shuffles room slippers mr van veritable charlie chaplin quiet ideal family scene reached high point want read study margot father mother ditto father sitting dickens dictionary course edge sagging squeaky bed doesnt even decent mattress two bolsters piled top dont need thinks manage without starts reading doesnt look laughs tries get mother read story dont time right looks disappointed continues read little later comes across another good passage tries read mother mother sits folding bed either reading sewing knitting studying whichever next list idea suddenly occurs quickly says forget anne remember margot,negative
dearest kitty every time write something special happened usually unpleasant rather pleasant time however something wonderful going wednesday september listening seven oclock news heard announcement best news war far italy capitulated italy unconditionally surrendered dutch broadcast england began eightfifteen news listeners hour fifteen minutes ago finished writing daily report received wonderful news italys capitulation tell never tossed notes wastepaper basket delight today god save king american national anthem russian internationale played always dutch program uplifting without optimistic british landed naples northern italy occupied germans truce signed friday september day british landed italy germans ranting raving newspapers treachery badoglio italian king still theres bad news well mr kleiman know like much hes unfailingly cheerful amazingly brave despite fact hes always sick pain cant eat much lot walking mr kleiman enters room sun begins shine mother said recently shes absolutely right seems go hospital difficult operation stomach,positive
